Category,ItemName,ItemHdr,XpressfeedMnemonic,CRSP Long Name,Description/Full Compustat Name,ItemNameType
IncomeStatementIndustrialAnnual,UTXTO_FN,UTXTO_FN,UTXTO_FN,Taxes - Other Than Income Taxes - Total FN,UTXTO_FN: Taxes - Other Than Income Taxes - Total Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXDPE,UXDPE,UXDPE,Depreciation Expense - Electric,UXDPE: Depreciation Expense - Electric (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXDPGW,UXDPGW,UXDPGW,Depreciation Expense - Gas/Water,UXDPGW: Depreciation Expense - Gas/Water (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXDPGW_DC,UXDPGW_DC,UXDPGW_DC,Depreciation Expense - Gas/Water DC,UXDPGW_DC: Depreciation Expense - Gas/Water Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXINST,UXINST,UXINST,Interest On Short-Term Debt - Utility,UXINST: Interest On Short-Term Debt - Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXINST_DC,UXINST_DC,UXINST_DC,Interest On Short-Term Debt - Utility DC,UXINST_DC: Interest On Short-Term Debt - Utility Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXINTD,UXINTD,UXINTD,Interest on Long-Term Debt,UXINTD: Interest on Long-Term Debt* (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXINTD_DC,UXINTD_DC,UXINTD_DC,Interest on Long-Term Debt DC,UXINTD_DC: Interest on Long-Term Debt* Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXINTO,UXINTO,UXINTO,Interest Charges - Other,UXINTO: Interest Charges - Other (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,UXINTO_DC,UXINTO_DC,UXINTO_DC,Interest Charges - Other DC,UXINTO_DC: Interest Charges - Other Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDA,WDA,WDA,Writedowns After-tax,WDA: Writedowns After-tax (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDA_DC,WDA_DC,WDA_DC,Writedowns After-tax DC,WDA_DC: Writedowns After-tax Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDA_FN,WDA_FN,WDA_FN,Writedowns After-tax FN,WDA_FN: Writedowns After-tax Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDD,WDD,WDD,Writedowns Diluted EPS Effect,WDD: Writedowns Diluted EPS Effect (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDD_DC,WDD_DC,WDD_DC,Writedowns Diluted EPS Effect DC,WDD_DC: Writedowns Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDD_FN,WDD_FN,WDD_FN,Writedowns Diluted EPS Effect FN,WDD_FN: Writedowns Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDEPS,WDEPS,WDEPS,Writedowns Basic EPS Effect,WDEPS: Writedowns Basic EPS Effect (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDEPS_DC,WDEPS_DC,WDEPS_DC,Writedowns Basic EPS Effect DC,WDEPS_DC: Writedowns Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDEPS_FN,WDEPS_FN,WDEPS_FN,Writedowns Basic EPS Effect FN,WDEPS_FN: Writedowns Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDP,WDP,WDP,Writedowns Pretax,WDP: Writedowns Pretax (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDP_DC,WDP_DC,WDP_DC,Writedowns Pretax DC,WDP_DC: Writedowns Pretax Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,WDP_FN,WDP_FN,WDP_FN,Writedowns Pretax FN,WDP_FN: Writedowns Pretax Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XAD,XAD,XAD,Advertising Expense,XAD: Advertising Expense (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XAD_DC,XAD_DC,XAD_DC,Advertising Expense DC,XAD_DC: Advertising Expense Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XDEPL,XDEPL,XDEPL,Depletion Expense (Schedule VI),XDEPL: Depletion Expense (Schedule VI) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XDEPL_DC,XDEPL_DC,XDEPL_DC,Depletion Expense (Schedule VI) DC,XDEPL_DC: Depletion Expense (Schedule VI) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XDP,XDP,XDP,Depreciation Expense (Schedule VI),XDP: Depreciation Expense (Schedule VI) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XDP_DC,XDP_DC,XDP_DC,Depreciation Expense (Schedule VI) DC,XDP_DC: Depreciation Expense (Schedule VI) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XI,XI,XI,Extraord Items,XI: Extraordinary Items (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XI_DC,XI_DC,XI_DC,Extraord Items DC,XI_DC: Extraordinary Items Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XIDO,XIDO,XIDO,Extraord Items & Discontinued Operations,XIDO: Extraordinary Items and Discontinued Operations (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XIDO_DC,XIDO_DC,XIDO_DC,Extraord Items & Discontinued Operations DC,XIDO_DC: Extraordinary Items and Discontinued Operations Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINST,XINST,XINST,Interest Expense - Short-Term Borrowings,XINST: Interest Expense - Short-Term Borrowings (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINST_DC,XINST_DC,XINST_DC,Interest Expense - Short-Term Borrowings DC,XINST_DC: Interest Expense - Short-Term Borrowings Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINT,XINT,XINT,Interest & Related Expense - Total,XINT: Interest and Related Expense - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINT_DC,XINT_DC,XINT_DC,Interest & Related Expense - Total DC,XINT_DC: Interest and Related Expense - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINT_FN,XINT_FN,XINT_FN,Interest & Related Expense - Total FN,XINT_FN: Interest and Related Expense - Total Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINTD,XINTD,XINTD,Interest Expense - Long-Term Debt,XINTD: Interest Expense - Long-Term Debt (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINTD_DC,XINTD_DC,XINTD_DC,Interest Expense - Long-Term Debt DC,XINTD_DC: Interest Expense - Long-Term Debt Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINTOPT,XINTOPT,XINTOPT,Implied Option Expense,XINTOPT: Implied Option Expense (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINTOPT_DC,XINTOPT_DC,XINTOPT_DC,Implied Option Expense DC,XINTOPT_DC: Implied Option Expense Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XINTOPT_FN,XINTOPT_FN,XINTOPT_FN,Implied Option Expense FN,XINTOPT_FN: Implied Option Expense Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XLR,XLR,XLR,Staff Expense - Total,XLR: Staff Expense - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XLR_DC,XLR_DC,XLR_DC,Staff Expense - Total DC,XLR_DC: Staff Expense - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XLR_FN,XLR_FN,XLR_FN,Staff Expense - Total FN,XLR_FN: Staff Expense - Total Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XNBI,XNBI,XNBI,Other Insurance Expense,XNBI: Other Insurance Expense (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XNINS,XNINS,XNINS,Other Expense - Noninsurance,XNINS: Other Expense - Noninsurance (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XNINS_DC,XNINS_DC,XNINS_DC,Other Expense - Noninsurance DC,XNINS_DC: Other Expense - Noninsurance Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPR,XOPR,XOPR,Operating Expenses - Total,XOPR: Operating Expenses - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPTD,XOPTD,XOPTD,Implied Option EPS Diluted,XOPTD: Implied Option EPS Diluted (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPTD_DC,XOPTD_DC,XOPTD_DC,Implied Option EPS Diluted DC,XOPTD_DC: Implied Option EPS Diluted Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPTD_FN,XOPTD_FN,XOPTD_FN,Implied Option EPS Diluted FN,XOPTD_FN: Implied Option EPS Diluted Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPTEPS,XOPTEPS,XOPTEPS,Implied Option EPS Basic,XOPTEPS: Implied Option EPS Basic (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPTEPS_DC,XOPTEPS_DC,XOPTEPS_DC,Implied Option EPS Basic DC,XOPTEPS_DC: Implied Option EPS Basic Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XOPTEPS_FN,XOPTEPS_FN,XOPTEPS_FN,Implied Option EPS Basic FN,XOPTEPS_FN: Implied Option EPS Basic Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XPR,XPR,XPR,Pension & Retirement Expense,XPR: Pension and Retirement Expense (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XPR_DC,XPR_DC,XPR_DC,Pension Expense DC,XPR_DC: Pension Expense Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRD,XRD,XRD,Research & Development Expense,XRD: Research and Development Expense (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRD_DC,XRD_DC,XRD_DC,Research & Development Expense DC,XRD_DC: Research and Development Expense Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRD_FN,XRD_FN,XRD_FN,Research & Development Expense FN,XRD_FN: Research and Development Expense Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRDP,XRDP,XRDP,Research & Development - Prior,XRDP: Research & Development - Prior (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRDP_DC,XRDP_DC,XRDP_DC,Research & Development - Prior DC,XRDP_DC: Research & Development - Prior Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRENT,XRENT,XRENT,Rental Expense,XRENT: Rental Expense (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRENT_DC,XRENT_DC,XRENT_DC,Rental Expense DC,XRENT_DC: Rental Expense Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XRENT_FN,XRENT_FN,XRENT_FN,Rental Expense FN,XRENT_FN: Rental Expense Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XSGA,XSGA,XSGA,"Selling, General & Administrative Expense","XSGA: Selling, General and Administrative Expense (Refer to your Compustat documentation for item definitions)",AM
IncomeStatementIndustrialAnnual,XSGA_DC,XSGA_DC,XSGA_DC,"Selling, General & Administrative Expense DC","XSGA_DC: Selling, General and Administrative Expense Data Code (Refer to your Compustat documentation for item definitions)",AM
IncomeStatementIndustrialAnnual,XSGA_FN,XSGA_FN,XSGA_FN,"Selling, General & Administrative Expense FN","XSGA_FN: Selling, General and Administrative Expense Footnote (Refer to your Compustat documentation for item definitions)",AM
IncomeStatementIndustrialAnnual,XSTFO,XSTFO,XSTFO,Staff Expense - Other,XSTFO: Staff Expense - Other (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XUW,XUW,XUW,Other Underwriting Expenses - Insurance,XUW: Other Underwriting Expenses - Insurance (Refer to your Compustat documentation for item definitions),AM
IncomeStatementIndustrialAnnual,XUW_DC,XUW_DC,XUW_DC,Other Underwriting Expenses - Insurance DC,XUW_DC: Other Underwriting Expenses - Insurance Data Code (Refer to your Compustat documentation for item definitions),AM
GICSHistory,KYGVKEY,GVKEY,,Global Company Key - Key Selection,Global Company Key - Key Selection,
GICSHistory,KEYSET,KEYSET,,Selected Keyset of secondary keys,Selected Keyset of secondary keys,
GICSHistory,INDFROM,INDFROM,INDFROM,Effective From Date,INDFROM: Effective From Date (Refer to your Compustat documentation for item definitions),AM
GICSHistory,INDTHRU,INDTHRU,INDTHRU,Effective Thru Date,INDTHRU: Effective Thru Date (Refer to your Compustat documentation for item definitions),AM
GICSHistory,LPERMNO,LPERMNO,Link,Permno,PERMNO from link; 0 is used for a missing or not applicable link,LD
GICSHistory,LPERMCO,LPERMCO,Link,Permco,PERMCO from link; 0 is used for a missing or not applicable link,LD
GICSHistory,LINKRANGETYPECD,LINKRANGETYPECD,Link,Link Range Type Code,Not in Compustat documentation,LD
GICSHistory,GGROUPH,GGROUPH,GGROUP,GIC Group,GGROUP: GIC Group (Refer to your Compustat documentation for item definitions),CN
GICSHistory,GINDH,GINDH,GIND,GIC Industry,GIND: GIC Industry (Refer to your Compustat documentation for item definitions),CN
GICSHistory,GSECTORH,GSECTORH,GSECTOR,GIC Sector,GSECTOR: GIC Sector (Refer to your Compustat documentation for item definitions),CN
GICSHistory,GSUBINDH,GSUBINDH,GSUBIND,GIC Subindustry,GSUBIND: GIC Subindustry (Refer to your Compustat documentation for item definitions),CN
CompanyHistoryCST,KYGVKEY,GVKEY,,Global Company Key - Key Selection,Global Company Key - Key Selection,
CompanyHistoryCST,CST_CHGDT,CHGDT,Legacy/CST,CST History Effective Date,CST History Effective Date,LG
CompanyHistoryCST,CST_CHGENDDT,CHGENDDT,Legacy/CST,CST History Last Effective Date,CST History Last Effective Date,LG
CompanyHistoryCST,LPERMNO,LPERMNO,Link,Permno,PERMNO from link; 0 is used for a missing or not applicable link,LD
CompanyHistoryCST,LPERMCO,LPERMCO,Link,Permco,PERMCO from link; 0 is used for a missing or not applicable link,LD
CompanyHistoryCST,LINKRANGETYPECD,LINKRANGETYPECD,Link,Link Range Type Code,Not in Compustat documentation,LD
CompanyHistoryCST,CST_DNUM,DNUM,Legacy/CST,CST History Industry Code,CST History Industry Code,LG
CompanyHistoryCST,CST_FILE,FILE,Legacy/CST,CST History File Identification Code,CST History File Identification Code,LG
CompanyHistoryCST,CST_ZLIST,ZLIST,Legacy/CST,CST History Exchange Listing + S&P Index Code,CST History Exchange Listing + S&P Index Code,LG
CompanyHistoryCST,CST_STATE,STATE,Legacy/CST,CST History State Identification Code,CST History State Identification Code,LG
CompanyHistoryCST,CST_COUNTY,COUNTY,Legacy/CST,CST History County Identification Code,CST History County Identification Code,LG
CompanyHistoryCST,CST_STINC,STINC,Legacy/CST,CST History State Incorporation Code,CST History State Incorporation Code,LG
CompanyHistoryCST,CST_FINC,FINC,Legacy/CST,CST History Foreign Incorporation Code,CST History Foreign Incorporation Code,LG
CompanyHistoryCST,CST_XREL,XREL,Legacy/CST,CST History S&P Industry Index Relative Code,CST History S&P Industry Index Relative Code,LG
CompanyHistoryCST,CST_STK,STK,Legacy/CST,CST History Stock Ownership Code,CST History Stock Ownership Code,LG
CompanyHistoryCST,CST_DUP,DUP,Legacy/CST,CST History Duplicate File Code,CST History Duplicate File Code,LG
CompanyHistoryCST,CST_CCNDX,CCNDX,Legacy/CST,CST History Current Canadian Index Code,CST History Current Canadian Index Code,LG
CompanyHistoryCST,CST_GICS,GICS,Legacy/CST,CST History Global Industry Classification Standard Code,CST History Global Industry Classification Standard Code,LG
CompanyHistoryCST,CST_IPODT,IPODT,Legacy/CST,CST History IPO Date,CST History IPO Date,LG
CompanyHistoryCST,CST_FUNDF1,FUNDF1,Legacy/CST,CST History Fundamental File Identification Code 1,CST History Fundamental File Identification Code 1,LG
CompanyHistoryCST,CST_FUNDF2,FUNDF2,Legacy/CST,CST History Fundamental File Identification Code 2,CST History Fundamental File Identification Code 2,LG
CompanyHistoryCST,CST_FUNDF3,FUNDF3,Legacy/CST,CST History Fundamental File Identification Code 3,CST History Fundamental File Identification Code 3,LG
CompanyHistoryCST,CST_NAICS,NAICS,Legacy/CST,CST History North American Industry Classification,CST History North American Industry Classification,LG
CompanyHistoryCST,CST_CPSPIN,CPSPIN,Legacy/CST,CST History Primary S&P Index Marker,CST History Primary S&P Index Marker,LG
CompanyHistoryCST,CST_CSSPIN,CSSPIN,Legacy/CST,CST History Secondary S&P Index Marker,CST History Secondary S&P Index Marker,LG
CompanyHistoryCST,CST_CSSPII,CSSPII,Legacy/CST,CST History Subset S&P Index Marker,CST History Subset S&P Index Marker,LG
CompanyHistoryCST,CST_SUBDBT,SUBDBT,Legacy/CST,CST History Current S&P Subordinated Debt Rating,CST History Current S&P Subordinated Debt Rating,LG
CompanyHistoryCST,CST_CPAPER,CPAPER,Legacy/CST,CST History Current S&P Commercial Paper Rating,CST History Current S&P Commercial Paper Rating,LG
CompanyHistoryCST,CST_SDBT,SDBT,Legacy/CST,CST History Current S&P Senior Dept Rating,CST History Current S&P Senior Dept Rating,LG
CompanyHistoryCST,CST_SDBTIM,SDBTIM,Legacy/CST,CST History Current S&P Senior Dept Rating - Footnote,CST History Current S&P Senior Dept Rating - Footnote,LG
CompanyHistoryCST,CST_CNUM,CNUM,Legacy/CST,CST History CUSIP Issuer Code,CST History CUSIP Issuer Code,LG
CompanyHistoryCST,CST_CIC,CIC,Legacy/CST,CST History Issuer Number,CST History Issuer Number,LG
CompanyHistoryCST,CST_CONAME,CONAME,Legacy/CST,CST History Company Name,CST History Company Name,LG
CompanyHistoryCST,CST_INAME,INAME,Legacy/CST,CST History Industry Name,CST History Industry Name,LG
CompanyHistoryCST,CST_SMBL,SMBL,Legacy/CST,CST History Stock Ticker Symbol,CST History Stock Ticker Symbol,LG
CompanyHistoryCST,CST_EIN,EIN,Legacy/CST,CST History Employer Identification Number,CST History Employer Identification Number,LG
CompanyHistoryCST,CST_INCORP,INCORP,Legacy/CST,CST History Incorporation ISO Country Code,CST History Incorporation ISO Country Code,LG
SecurityHeader,KYGVKEY,GVKEY,,Global Company Key - Key Selection,Global Company Key - Key Selection,
SecurityHeader,LPERMNO,LPERMNO,Link,Permno,PERMNO from link; 0 is used for a missing or not applicable link,LD
SecurityHeader,LPERMCO,LPERMCO,Link,Permco,PERMCO from link; 0 is used for a missing or not applicable link,LD
SecurityHeader,LIID,LIID,Link,LIID,Compustat IID from link; 00X (before) and 99X (after) used for missing or not available security data,LD
SecurityHeader,KYIID,IID,,Issue ID - Key Selection,Issue ID - Key Selection,
SecurityHeader,IID_SEQ_NUM,IID_SEQ_NUM,,IID Sequence Number,IID Sequence Number,
SecurityHeader,SCUSIP,SCUSIP,,CUSIP,CUSIP,
SecurityHeader,TIC,TIC,TIC,Ticker/Trading Symbol,TIC: Ticker/Trading Symbol (Refer to your Compustat documentation for item definitions),
SecurityHeader,EXCHG,EXCHG,EXCHG,Stock Exchange,EXCHG: Stock Exchange (Refer to your Compustat documentation for item definitions),
SecurityHeader,TPCI,TPCI,TPCI,Issue Type,TPCI: Issue Type (Refer to your Compustat documentation for item definitions),
SecurityHeader,SSECSTAT,SSECSTAT,,Security Status Marker,Security Status Marker,
SecurityHeader,DLRSNI,DLRSNI,DLRSNI,Security Inactivation Code,DLRSNI: Security Inactivation Code (Refer to your Compustat documentation for item definitions),
SecurityHeader,DLDTEI,DLDTEI,DLDTEI,Security Inactivation Date,DLDTEI: Security Inactivation Date (Refer to your Compustat documentation for item definitions),
SecurityHeader,EXCNTRY,EXCNTRY,EXCNTRY,Stock Exchange Country Code,EXCNTRY: Stock Exchange Country Code (Refer to your Compustat documentation for item definitions),
SecurityHeader,ISIN,ISIN,ISIN,International Security Identification Number,ISIN: International Security Identification Number (Refer to your Compustat documentation for item definitions),
SecurityHeader,SEDOL,SEDOL,SEDOL,SEDOL,SEDOL: SEDOL (Refer to your Compustat documentation for item definitions),
SecurityHeader,EPF,EPF,EPF,Earnings Participation Flag,EPF: Earnings Participation Flag (Refer to your Compustat documentation for item definitions),
SecurityHeader,SBEGDT,SBEGDT,,first date of compustat data,first date of compustat data,
SecurityHeader,SENDDT,SENDDT,,last date of compustat data,last date of compustat data,
SecurityHeader,DSCI,DSCI,DSCI,Security Description,DSCI: Security Description (Refer to your Compustat documentation for item definitions),
BankAnnual,KYGVKEY,GVKEY,,Global Company Key - Key Selection,Global Company Key - Key Selection,
BankAnnual,KEYSET,KEYSET,,Selected Keyset of secondary keys,Selected Keyset of secondary keys,
BankAnnual,FYYYY,YEAR,,Fiscal year of annual reporting,Fiscal year of annual reporting,
BankAnnual,FYRA,FYRA,,Fiscal Year-end Month / Annual,Fiscal Year-end Month / Annual,
BankAnnual,LPERMNO,LPERMNO,Link,Permno,PERMNO from link; 0 is used for a missing or not applicable link,LD
BankAnnual,LPERMCO,LPERMCO,Link,Permco,PERMCO from link; 0 is used for a missing or not applicable link,LD
BankAnnual,LINKRANGETYPECD,LINKRANGETYPECD,Link,Link Range Type Code,Not in Compustat documentation,LD
BankAnnual,AAM,AAM,AAM,Assets - Aggregate Miscellaneous,AAM: Aggregate Miscellaneous Assets (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AHS,AHS,AHS,Assets Held For Sale,AHS: Assets Held For Sale (Refer to your Compustat documentation for item definitions),AM
BankAnnual,ALIR,ALIR,ALIR,Aggregate Loan and Investment Revenue,ALIR: Aggregate Loan And Investment Revenue (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AOCOE,AOCOE,AOCOE,Aggregate Other Current Operating Expense,AOCOE: Aggregate Other Current Operating Expense (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AOCOR,AOCOR,AOCOR,Aggregate Other Current Operating Revenue,AOCOR: Aggregate Other Current Operating Revenue (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AOE,AOE,AOE,Assets - Other Earning,AOE: Assets - Other Earning (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AOE_DC,AOE_DC,AOE_DC,Assets - Other Earning DC,AOE_DC: Assets - Other Earning Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AOM,AOM,AOM,Assets - Other Miscellaneous,AOM: Assets - Other Miscellaneous (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AONE,AONE,AONE,Assets - Other Non-Earning,AONE: Assets - Other Non-Earning (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AOTD,AOTD,AOTD,All Other Time Deposits,AOTD: All Other Time Deposits (Refer to your Compustat documentation for item definitions),AM
BankAnnual,ARBDDMA,ARBDDMA,ARBDDMA,Additions to Reserves for Bad Debts Due to Mergers and Absorptions,ARBDDMA: Additions to Reserves for Bad Debts Due to Mergers and Absorptions (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AROL,AROL,AROL,Allowance/Reserve for Other Losses,AROL: Allowance/Reserve for Other Losses (Refer to your Compustat documentation for item definitions),AM
BankAnnual,AROL_DC,AROL_DC,AROL_DC,Allowance/Reserve for Other Losses DC,AROL_DC: Allowance/Reserve for Other Losses Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,ATE,ATE,ATE,Assets - Total Earning,ATE: Assets - Total Earning (Refer to your Compustat documentation for item definitions),AM
BankAnnual,BMII,BMII,BMII,Minority Interest (IA) - Op Earnings,BMII: Noncontrolling Interest - Income Account (Refer to your Compustat documentation for item definitions),AM
BankAnnual,BMII_DC,BMII_DC,BMII_DC,Minority Interest (IA) - Op Earnings DC,BMII_DC: Noncontrolling Interest - Income Account Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,BRCL,BRCL,BRCL,Valuation Portion of Reserve for Loan Losses,BRCL: Valuation Portion of Reserve for Loan Losses (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBI,CDBI,CDBI,Cash & Due from Banks at Interest,CDBI: Cash and Due from Banks - Interest (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBI_DC,CDBI_DC,CDBI_DC,Cash & Due from Banks at Interest DC,CDBI_DC: Cash and Due from Banks - Interest Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBNI,CDBNI,CDBNI,Cash and Due from Banks (Non-Interest),CDBNI: Cash and Due from Banks - Non Interest (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBNI_DC,CDBNI_DC,CDBNI_DC,Cash and Due from Banks (Non-Interest) DC,CDBNI_DC: Cash and Due from Banks - Non Interest Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBT,CDBT,CDBT,Cash and Due from Banks - Total,CDBT: Cash and Due from Banks - Total (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBT_DC,CDBT_DC,CDBT_DC,Cash and Due from Banks - Total DC,CDBT_DC: Cash and Due from Banks - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CDBT_FN,CDBT_FN,CDBT_FN,Cash and Due from Banks - Total FN,CDBT_FN: Cash and Due from Banks - Total Footnote (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CND,CND,CND,Capital Notes and Capital Debentures,CND: Capital Notes and Capital Debentures (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CND_DC,CND_DC,CND_DC,Capital Notes and Capital Debentures DC,CND_DC: Capital Notes and Capital Debentures Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,COC,COC,COC,Certified and Officers' Checks,COC: Certified and Officers' Checks (Refer to your Compustat documentation for item definitions),AM
BankAnnual,COC_DC,COC_DC,COC_DC,Certified and Officers' Checks DC,COC_DC: Certified and Officers' Checks Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,COEIT,COEIT,COEIT,Current Operating Earnings Before Income Tax,COEIT: Current Operating Earnings Before Income Tax (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CPRLL,CPRLL,CPRLL,Contingency Portion of Reserve for Loan Losses,CPRLL: Contingency Portion of Reserve for Loan Losses (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CSHA,CSHA,CSHA,Number of Shares Authorized (Common),CSHA: Common Shares Authorized (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CTTD,CTTD,CTTD,Consumer Type Time Deposits - Other than Savings,CTTD: Consumer Type Time Deposits - Other than Savings (Refer to your Compustat documentation for item definitions),AM
BankAnnual,CTTD_DC,CTTD_DC,CTTD_DC,Consumer Type Time Deposits - Other than Savings DC,CTTD_DC: Consumer Type Time Deposits - Other than Savings Data Code (Refer to your Compustat documentation for item definitions),AM
BankAnnual,DATP,DATP,DATP,Data Processing,DATP: Data Processing (Refer to your Compustat documentation for item definitions),AM
